Unit,Plot,Species,myc.species.type,myc.legacy.type,Num.,Tag ID,Prox,Moisture
3,5,CACO,EcM,AM,13,3_5 CACO_13,Center,28.4
3,5,CACO,EcM,AM,14,3_5 CACO_14,Edge,21.5
3,5,CACO,EcM,AM,15,3_5 CACO_15,Edge,33.7
3,5,CACO,EcM,AM,16,3_5 CACO_16,Edge,24.4
3,5,CACO,EcM,AM,17,3_5 CACO_17,Center,29.2
3,5,CACO,EcM,AM,18,3_5 CACO_18,Center,23.5
3,5,CACO,EcM,AM,19,3_5 CACO_19,Edge,29.2
3,5,QURU,EcM,AM,1,3_5 QURU_1,Center,21.5
3,5,QURU,EcM,AM,3,3_5 QURU_3,Edge,21.9
3,5,QURU,EcM,AM,4,3_5 QURU_4,Edge,24.1
3,5,QURU,EcM,AM,7,3_5 QURU_7,Center,26
3,5,QURU,EcM,AM,8,3_5 QURU_8,Edge,27.9
3,5,QURU,EcM,AM,9,3_5 QURU_9,Center,30.9
3,5,QURU,EcM,AM,10,3_5 QURU_10,Center,23.7
3,5,QURU,EcM,AM,11,3_5 QURU_11,Edge,23.8
3,5,QURU,EcM,AM,12,3_5 QURU_12,Center,29
3,5,QURU,EcM,AM,13,3_5 QURU_13,Center,20.8
3,5,QURU,EcM,AM,14,3_5 QURU_14,Center,26.7
3,5,QURU,EcM,AM,15,3_5 QURU_15,Edge,24.5
3,5,QURU,EcM,AM,16,3_5 QURU_16,Edge,22.4
3,5,QURU,EcM,AM,17,3_5 QURU_17,Edge,27.8
3,5,QURU,EcM,AM,18,3_5 QURU_18,Center,28.9
3,5,QURU,EcM,AM,19,3_5 QURU_19,Edge,21.4
3,5,QURU,EcM,AM,20,3_5 QURU_20,Edge,31.5
3,5,TIAM,EcM,AM,2,3_5 TIAM_2,Edge,25.9
3,5,TIAM,EcM,AM,3,3_5 TIAM_3,Edge,32.4
3,5,TIAM,EcM,AM,4,3_5 TIAM_4,Center,19.6
3,5,TIAM,EcM,AM,5,3_5 TIAM_5,Center,22.3
3,5,TIAM,EcM,AM,6,3_5 TIAM_6,Edge,36.8
3,5,TIAM,EcM,AM,7,3_5 TIAM_7,Center,40.1
3,5,TIAM,EcM,AM,8,3_5 TIAM_8,Edge,31.4
3,5,TIAM,EcM,AM,9,3_5 TIAM_9,Edge,30.7
3,5,TIAM,EcM,AM,10,3_5 TIAM_10,Edge,22.5
3,5,TIAM,EcM,AM,11,3_5 TIAM_11,Edge,22.9
3,5,TIAM,EcM,AM,12,3_5 TIAM_12,Edge,33.1
3,5,TIAM,EcM,AM,13,3_5 TIAM_13,Edge,31.4
3,5,TIAM,EcM,AM,14,3_5 TIAM_14,Center,27.1
3,5,TIAM,EcM,AM,15,3_5 TIAM_15,Edge,29.3
3,5,TIAM,EcM,AM,16,3_5 TIAM_16,Edge,31.1
3,5,TIAM,EcM,AM,17,3_5 TIAM_17,Center,22.4
3,5,TIAM,EcM,AM,18,3_5 TIAM_18,Center,28.2
3,5,TIAM,EcM,AM,19,3_5 TIAM_19,Center,31.3
3,5,TIAM,EcM,AM,20,3_5 TIAM_20,Edge,23.9
2,5,ACRU,AM,AM,1,2_5 ACRU_1,Center,27.4
2,5,ACRU,AM,AM,2,2_5 ACRU_2,Edge,27.2
2,5,ACRU,AM,AM,3,2_5 ACRU_3,Edge,24.4
2,5,ACRU,AM,AM,6,2_5 ACRU_6,Edge,23.7
2,5,ACRU,AM,AM,8,2_5 ACRU_8,Center,31
2,5,ACRU,AM,AM,10,2_5 ACRU_10,Edge,27
2,5,ACRU,AM,AM,15,2_5 ACRU_15,Edge,30.1
2,5,ACRU,AM,AM,16,2_5 ACRU_16,Center,28.3
2,5,ACRU,AM,AM,17,2_5 ACRU_17,Center,29.3
2,5,ACRU,AM,AM,19,2_5 ACRU_19,Center,25.6
2,5,ACRU,AM,AM,20,2_5 ACRU_20,Center,28.6
2,5,ACSA,AM,AM,1,2_5 ACSA_1,Edge,26.9
2,5,ACSA,AM,AM,2,2_5 ACSA_2,Edge,29.7
2,5,ACSA,AM,AM,3,2_5 ACSA_3,Center,22.9
2,5,ACSA,AM,AM,5,2_5 ACSA_5,Edge,28.5
2,5,ACSA,AM,AM,6,2_5 ACSA_6,Edge,28.6
2,5,ACSA,AM,AM,7,2_5 ACSA_7,Edge,32.7
2,5,ACSA,AM,AM,8,2_5 ACSA_8,Center,19.9
2,5,ACSA,AM,AM,11,2_5 ACSA_11,Center,32.3
2,5,ACSA,AM,AM,12,2_5 ACSA_12,Center,28.1
2,5,ACSA,AM,AM,14,2_5 ACSA_14,Edge,30.9
2,5,ACSA,AM,AM,15,2_5 ACSA_15,Edge,27.4
2,5,ACSA,AM,AM,16,2_5 ACSA_16,Edge,28.2
2,5,ACSA,AM,AM,17,2_5 ACSA_17,Center,26.7
2,5,ACSA,AM,AM,18,2_5 ACSA_18,Center,24.5
2,5,ACSA,AM,AM,19,2_5 ACSA_19,Edge,24.6
2,5,ACSA,AM,AM,20,2_5 ACSA_20,Center,34
2,5,NYSY,AM,AM,1,2_5 NYSY_1,Edge,24.4
2,5,NYSY,AM,AM,2,2_5 NYSY_2,Edge,28.8
2,5,NYSY,AM,AM,4,2_5 NYSY_4,Edge,25
2,5,NYSY,AM,AM,5,2_5 NYSY_5,Center,28.1
2,5,NYSY,AM,AM,7,2_5 NYSY_7,Edge,29.1
2,5,NYSY,AM,AM,8,2_5 NYSY_8,Center,28.5
2,5,NYSY,AM,AM,9,2_5 NYSY_9,Edge,21.5
2,5,NYSY,AM,AM,10,2_5 NYSY_10,Edge,30.2
2,5,NYSY,AM,AM,11,2_5 NYSY_11,Edge,36.5
2,5,NYSY,AM,AM,12,2_5 NYSY_12,Center,28.8
2,5,NYSY,AM,AM,13,2_5 NYSY_13,Center,29.3
2,5,NYSY,AM,AM,14,2_5 NYSY_14,Center,22
2,5,NYSY,AM,AM,15,2_5 NYSY_15,Center,30.8
2,5,NYSY,AM,AM,16,2_5 NYSY_16,Edge,21.6
2,5,NYSY,AM,AM,18,2_5 NYSY_18,Edge,26.1
2,5,NYSY,AM,AM,19,2_5 NYSY_19,Center,18.9
2,5,NYSY,AM,AM,20,2_5 NYSY_20,Center,36.1
2,5,PRSE,AM,AM,1,2_5 PRSE_1,Edge,26.4
2,5,PRSE,AM,AM,3,2_5 PRSE_3,Center,15
2,5,PRSE,AM,AM,4,2_5 PRSE_4,Edge,33.4
2,5,PRSE,AM,AM,5,2_5 PRSE_5,Edge,36.5
2,5,PRSE,AM,AM,6,2_5 PRSE_6,Edge,24
2,5,PRSE,AM,AM,7,2_5 PRSE_7,Edge,32.5
2,5,PRSE,AM,AM,8,2_5 PRSE_8,Center,23.7
2,5,PRSE,AM,AM,9,2_5 PRSE_9,Edge,20
2,5,PRSE,AM,AM,10,2_5 PRSE_10,Center,26.1
2,5,PRSE,AM,AM,11,2_5 PRSE_11,Edge,22.5
2,5,PRSE,AM,AM,12,2_5 PRSE_12,Center,29.4
2,5,PRSE,AM,AM,13,2_5 PRSE_13,Edge,29.5
2,5,PRSE,AM,AM,16,2_5 PRSE_16,Center,28.9
2,5,PRSE,AM,AM,17,2_5 PRSE_17,Center,22
2,5,PRSE,AM,AM,19,2_5 PRSE_19,Edge,26.4
2,5,PRSE,AM,AM,20,2_5 PRSE_20,Edge,23.3
2,5,BELE,EcM,AM,1,2_5 BELE_1,Edge,23.4
2,5,BELE,EcM,AM,2,2_5 BELE_2,Edge,28.4
2,5,BELE,EcM,AM,3,2_5 BELE_3,Edge,36.2
2,5,BELE,EcM,AM,4,2_5 BELE_4,Edge,19.6
2,5,BELE,EcM,AM,5,2_5 BELE_5,Edge,23.2
2,5,BELE,EcM,AM,6,2_5 BELE_6,Center,18
2,5,BELE,EcM,AM,7,2_5 BELE_7,Edge,26.3
2,5,BELE,EcM,AM,9,2_5 BELE_9,Edge,29.7
2,5,BELE,EcM,AM,10,2_5 BELE_10,Center,31.2
2,5,BELE,EcM,AM,11,2_5 BELE_11,Center,21.5
2,5,BELE,EcM,AM,13,2_5 BELE_13,Edge,15.1
2,5,BELE,EcM,AM,14,2_5 BELE_14,Edge,24.1
2,5,BELE,EcM,AM,15,2_5 BELE_15,Edge,24.2
2,5,BELE,EcM,AM,17,2_5 BELE_17,Edge,29.1
2,5,BELE,EcM,AM,19,2_5 BELE_19,Edge,22.6
2,5,BELE,EcM,AM,20,2_5 BELE_20,Edge,23.3
2,5,CACO,EcM,AM,1,2_5 CACO_1,Edge,29.5
2,5,CACO,EcM,AM,2,2_5 CACO_2,Edge,27.3
2,5,CACO,EcM,AM,5,2_5 CACO_5,Center,14.7
2,5,CACO,EcM,AM,6,2_5 CACO_6,Center,20.3
2,5,CACO,EcM,AM,7,2_5 CACO_7,Edge,32.4
2,5,CACO,EcM,AM,8,2_5 CACO_8,Edge,30
2,5,CACO,EcM,AM,10,2_5 CACO_10,Edge,30
2,5,CACO,EcM,AM,11,2_5 CACO_11,Edge,31.4
2,5,CACO,EcM,AM,12,2_5 CACO_12,Center,18.2
2,5,CACO,EcM,AM,13,2_5 CACO_13,Center,19.2
2,5,CACO,EcM,AM,15,2_5 CACO_15,Center,20.4
2,5,CACO,EcM,AM,16,2_5 CACO_16,Center,18
2,5,CACO,EcM,AM,19,2_5 CACO_19,Edge,30.5
2,5,CACO,EcM,AM,20,2_5 CACO_20,Edge,17.9
2,5,QURU,EcM,AM,1,2_5 QURU_1,Edge,25.4
2,5,QURU,EcM,AM,2,2_5 QURU_2,Center,18.6
2,5,QURU,EcM,AM,3,2_5 QURU_3,Center,23.2
2,5,QURU,EcM,AM,4,2_5 QURU_4,Center,27.2
2,5,QURU,EcM,AM,5,2_5 QURU_5,Center,23.2
2,5,QURU,EcM,AM,6,2_5 QURU_6,Center,31.7
2,5,QURU,EcM,AM,8,2_5 QURU_8,Center,22.7
2,5,QURU,EcM,AM,9,2_5 QURU_9,Edge,25.7
2,5,QURU,EcM,AM,10,2_5 QURU_10,Edge,30.2
2,5,QURU,EcM,AM,11,2_5 QURU_11,Edge,21
2,5,QURU,EcM,AM,12,2_5 QURU_12,Edge,27.6
2,5,QURU,EcM,AM,13,2_5 QURU_13,Edge,25.2
2,5,QURU,EcM,AM,14,2_5 QURU_14,Edge,27.4
2,5,QURU,EcM,AM,15,2_5 QURU_15,Edge,29.8
2,5,QURU,EcM,AM,18,2_5 QURU_18,Edge,19.9
2,5,QURU,EcM,AM,19,2_5 QURU_19,Edge,17.5
2,5,QURU,EcM,AM,20,2_5 QURU_20,Center,18.6
2,5,TIAM,EcM,AM,1,2_5 TIAM_1,Center,16.3
2,5,TIAM,EcM,AM,2,2_5 TIAM_2,Center,24
2,5,TIAM,EcM,AM,3,2_5 TIAM_3,Center,22.9
2,5,TIAM,EcM,AM,5,2_5 TIAM_5,Edge,26.7
2,5,TIAM,EcM,AM,6,2_5 TIAM_6,Center,18.4
2,5,TIAM,EcM,AM,7,2_5 TIAM_7,Edge,23.9
2,5,TIAM,EcM,AM,9,2_5 TIAM_9,Center,22.8
2,5,TIAM,EcM,AM,10,2_5 TIAM_10,Edge,29.9
2,5,TIAM,EcM,AM,12,2_5 TIAM_12,Edge,30.7
2,5,TIAM,EcM,AM,15,2_5 TIAM_15,Center,22
2,5,TIAM,EcM,AM,16,2_5 TIAM_16,Edge,16.3
2,5,TIAM,EcM,AM,17,2_5 TIAM_17,Center,31.5
2,5,TIAM,EcM,AM,18,2_5 TIAM_18,Edge,18.7
2,5,TIAM,EcM,AM,19,2_5 TIAM_19,Center,15.8
2,9,ACRU,AM,EcM,1,2_9 ACRU_1,Edge,19.4
2,9,ACRU,AM,EcM,2,2_9 ACRU_2,Edge,26.6
2,9,ACRU,AM,EcM,4,2_9 ACRU_4,Edge,28
2,9,ACRU,AM,EcM,5,2_9 ACRU_5,Edge,28.5
2,9,ACRU,AM,EcM,8,2_9 ACRU_8,Edge,27.6
2,9,ACRU,AM,EcM,9,2_9 ACRU_9,Edge,31.7
2,9,ACRU,AM,EcM,10,2_9 ACRU_10,Center,26.6
2,9,ACRU,AM,EcM,11,2_9 ACRU_11,Edge,20.2
2,9,ACRU,AM,EcM,12,2_9 ACRU_12,Center,22.9
2,9,ACRU,AM,EcM,13,2_9 ACRU_13,Edge,25.2
2,9,ACRU,AM,EcM,14,2_9 ACRU_14,Center,29
2,9,ACRU,AM,EcM,16,2_9 ACRU_16,Edge,17.2
2,9,ACRU,AM,EcM,17,2_9 ACRU_17,Edge,21.7
2,9,ACRU,AM,EcM,19,2_9 ACRU_19,Center,27.8
2,9,ACRU,AM,EcM,20,2_9 ACRU_20,Center,29
2,9,ACSA,AM,EcM,1,2_9 ACSA_1,Edge,22.3
2,9,ACSA,AM,EcM,3,2_9 ACSA_3,Center,37.2
2,9,ACSA,AM,EcM,5,2_9 ACSA_5,Edge,17.3
2,9,ACSA,AM,EcM,6,2_9 ACSA_6,Edge,27.5
2,9,ACSA,AM,EcM,7,2_9 ACSA_7,Edge,26.5
2,9,ACSA,AM,EcM,9,2_9 ACSA_9,Center,30.8
2,9,ACSA,AM,EcM,11,2_9 ACSA_11,Edge,30.9
2,9,ACSA,AM,EcM,12,2_9 ACSA_12,Center,28.6
2,9,ACSA,AM,EcM,13,2_9 ACSA_13,Edge,26.3
2,9,ACSA,AM,EcM,14,2_9 ACSA_14,Center,26.3
2,9,ACSA,AM,EcM,17,2_9 ACSA_17,Edge,20
2,9,ACSA,AM,EcM,18,2_9 ACSA_18,Center,29.5
2,9,ACSA,AM,EcM,19,2_9 ACSA_19,Edge,23.2
2,9,ACSA,AM,EcM,20,2_9 ACSA_20,Edge,25.1
2,9,NYSY,AM,EcM,1,2_9 NYSY_1,Edge,26
2,9,NYSY,AM,EcM,2,2_9 NYSY_2,Center,29.8
2,9,NYSY,AM,EcM,3,2_9 NYSY_3,Edge,22.6
2,9,NYSY,AM,EcM,4,2_9 NYSY_4,Center,28.2
2,9,NYSY,AM,EcM,6,2_9 NYSY_6,Edge,18
2,9,NYSY,AM,EcM,7,2_9 NYSY_7,Center,24.9
2,9,NYSY,AM,EcM,8,2_9 NYSY_8,Edge,29.7
2,9,NYSY,AM,EcM,9,2_9 NYSY_9,Center,10.8
2,9,NYSY,AM,EcM,12,2_9 NYSY_12,Center,23.5
2,9,NYSY,AM,EcM,14,2_9 NYSY_14,Edge,27.9
2,9,NYSY,AM,EcM,15,2_9 NYSY_15,Center,28.7
2,9,NYSY,AM,EcM,16,2_9 NYSY_16,Center,26.5
2,9,NYSY,AM,EcM,17,2_9 NYSY_17,Edge,22.2
2,9,NYSY,AM,EcM,19,2_9 NYSY_19,Center,29.6
2,9,NYSY,AM,EcM,20,2_9 NYSY_20,Edge,25.8
2,9,PRSE,AM,EcM,1,2_9 PRSE_1,Edge,24.7
2,9,PRSE,AM,EcM,2,2_9 PRSE_2,Center,30.8
2,9,PRSE,AM,EcM,3,2_9 PRSE_3,Edge,18.5
2,9,PRSE,AM,EcM,4,2_9 PRSE_4,Center,30.5
2,9,PRSE,AM,EcM,5,2_9 PRSE_5,Edge,21.8
2,9,PRSE,AM,EcM,7,2_9 PRSE_7,Center,30.8
2,9,PRSE,AM,EcM,9,2_9 PRSE_9,Edge,24.3
2,9,PRSE,AM,EcM,10,2_9 PRSE_10,Center,30.1
2,9,PRSE,AM,EcM,11,2_9 PRSE_11,Edge,28.7
2,9,PRSE,AM,EcM,12,2_9 PRSE_12,Edge,26.1
2,9,PRSE,AM,EcM,13,2_9 PRSE_13,Center,32.9
2,9,PRSE,AM,EcM,14,2_9 PRSE_14,Edge,21
2,9,PRSE,AM,EcM,15,2_9 PRSE_15,Center,28.8
2,9,PRSE,AM,EcM,16,2_9 PRSE_16,Center,23.9
2,9,PRSE,AM,EcM,17,2_9 PRSE_17,Center,34.9
2,9,PRSE,AM,EcM,18,2_9 PRSE_18,Edge,28.9
2,9,PRSE,AM,EcM,19,2_9 PRSE_19,Center,32.4
2,9,BELE,EcM,EcM,1,2_9 BELE_1,Center,31.7
2,9,BELE,EcM,EcM,2,2_9 BELE_2,Center,26.4
2,9,BELE,EcM,EcM,3,2_9 BELE_3,Edge,15.1
2,9,BELE,EcM,EcM,4,2_9 BELE_4,Edge,34.2
2,9,BELE,EcM,EcM,5,2_9 BELE_5,Edge,23
2,9,BELE,EcM,EcM,6,2_9 BELE_6,Edge,18.7
2,9,BELE,EcM,EcM,7,2_9 BELE_7,Edge,25.9
2,9,BELE,EcM,EcM,8,2_9 BELE_8,Edge,24.1
2,9,BELE,EcM,EcM,9,2_9 BELE_9,Center,16.2
2,9,BELE,EcM,EcM,10,2_9 BELE_10,Center,28.6
2,9,BELE,EcM,EcM,11,2_9 BELE_11,Edge,21.5
2,9,BELE,EcM,EcM,12,2_9 BELE_12,Center,26.7
2,9,BELE,EcM,EcM,14,2_9 BELE_14,Edge,27.3
2,9,BELE,EcM,EcM,16,2_9 BELE_16,Edge,19.5
2,9,BELE,EcM,EcM,17,2_9 BELE_17,Center,26.6
2,9,BELE,EcM,EcM,19,2_9 BELE_19,Edge,27.3
2,9,CACO,EcM,EcM,1,2_9 CACO_1,Edge,30
2,9,CACO,EcM,EcM,2,2_9 CACO_2,Edge,27.7
2,9,CACO,EcM,EcM,3,2_9 CACO_3,Center,28.1
2,9,CACO,EcM,EcM,4,2_9 CACO_4,Center,32.7
2,9,CACO,EcM,EcM,5,2_9 CACO_5,Center,25.2
2,9,CACO,EcM,EcM,6,2_9 CACO_6,Edge,27.6
2,9,CACO,EcM,EcM,9,2_9 CACO_9,Center,26.1
2,9,CACO,EcM,EcM,10,2_9 CACO_10,Edge,27.2
2,9,CACO,EcM,EcM,11,2_9 CACO_11,Edge,28.1
2,9,CACO,EcM,EcM,12,2_9 CACO_12,Center,27.1
2,9,CACO,EcM,EcM,13,2_9 CACO_13,Center,26.7
2,9,CACO,EcM,EcM,14,2_9 CACO_14,Edge,27.1
2,9,CACO,EcM,EcM,15,2_9 CACO_15,Edge,19
2,9,CACO,EcM,EcM,17,2_9 CACO_17,Edge,29
2,9,CACO,EcM,EcM,18,2_9 CACO_18,Edge,30.1
2,9,CACO,EcM,EcM,20,2_9 CACO_20,Center,27.3
2,9,QURU,EcM,EcM,1,2_9 QURU_1,Edge,23.6
2,9,QURU,EcM,EcM,2,2_9 QURU_2,Center,25.7
2,9,QURU,EcM,EcM,3,2_9 QURU_3,Edge,27.1
2,9,QURU,EcM,EcM,4,2_9 QURU_4,Center,22.5
2,9,QURU,EcM,EcM,5,2_9 QURU_5,Edge,16.9
2,9,QURU,EcM,EcM,6,2_9 QURU_6,Edge,25.4
2,9,QURU,EcM,EcM,8,2_9 QURU_8,Edge,26.8
2,9,QURU,EcM,EcM,9,2_9 QURU_9,Edge,25
2,9,QURU,EcM,EcM,10,2_9 QURU_10,Edge,26.7
2,9,QURU,EcM,EcM,12,2_9 QURU_12,Center,21.2
2,9,QURU,EcM,EcM,14,2_9 QURU_14,Edge,26.4
2,9,QURU,EcM,EcM,15,2_9 QURU_15,Center,16.1
2,9,QURU,EcM,EcM,16,2_9 QURU_16,Edge,20.8
2,9,QURU,EcM,EcM,17,2_9 QURU_17,Edge,30.2
2,9,QURU,EcM,EcM,18,2_9 QURU_18,Edge,13.1
2,9,QURU,EcM,EcM,19,2_9 QURU_19,Center,31.9
2,9,QURU,EcM,EcM,20,2_9 QURU_20,Center,43
2,9,TIAM,EcM,EcM,1,2_9 TIAM_1,Edge,30.1
2,9,TIAM,EcM,EcM,2,2_9 TIAM_2,Center,22.2
2,9,TIAM,EcM,EcM,3,2_9 TIAM_3,Center,27
2,9,TIAM,EcM,EcM,4,2_9 TIAM_4,Edge,21.3
2,9,TIAM,EcM,EcM,5,2_9 TIAM_5,Edge,24.3
2,9,TIAM,EcM,EcM,6,2_9 TIAM_6,Center,21.2
2,9,TIAM,EcM,EcM,7,2_9 TIAM_7,Edge,25.2
2,9,TIAM,EcM,EcM,9,2_9 TIAM_9,Center,33.4
2,9,TIAM,EcM,EcM,10,2_9 TIAM_10,Center,26
2,9,TIAM,EcM,EcM,11,2_9 TIAM_11,Edge,26.1
2,9,TIAM,EcM,EcM,13,2_9 TIAM_13,Edge,18.9
2,9,TIAM,EcM,EcM,14,2_9 TIAM_14,Edge,28.3
2,9,TIAM,EcM,EcM,15,2_9 TIAM_15,Center,21.2
2,9,TIAM,EcM,EcM,17,2_9 TIAM_17,Edge,31.9
2,9,TIAM,EcM,EcM,18,2_9 TIAM_18,Edge,16.9
2,9,TIAM,EcM,EcM,20,2_9 TIAM_20,Edge,27.3
14,5,ACRU,AM,EcM,2,14_5 ACRU_2,Center,31.2
14,5,ACRU,AM,EcM,5,14_5 ACRU_5,Edge,45.6
14,5,ACRU,AM,EcM,6,14_5 ACRU_6,Center,16.4
14,5,ACRU,AM,EcM,8,14_5 ACRU_8,Center,36.1
14,5,ACRU,AM,EcM,9,14_5 ACRU_9,Edge,24.4
14,5,ACRU,AM,EcM,10,14_5 ACRU_10,Edge,31.3
14,5,ACRU,AM,EcM,12,14_5 ACRU_12,Edge,32.3
14,5,ACRU,AM,EcM,14,14_5 ACRU_14,Center,26.7
14,5,ACRU,AM,EcM,15,14_5 ACRU_15,Edge,31.4
14,5,ACRU,AM,EcM,16,14_5 ACRU_16,Edge,22.3
14,5,ACRU,AM,EcM,17,14_5 ACRU_17,Edge,28.3
14,5,ACRU,AM,EcM,18,14_5 ACRU_18,Edge,31.2
14,5,ACRU,AM,EcM,19,14_5 ACRU_19,Center,24.4
14,5,ACRU,AM,EcM,20,14_5 ACRU_20,Center,24.4
14,5,ACSA,AM,EcM,1,14_5 ACSA_1,Edge,31.3
14,5,ACSA,AM,EcM,2,14_5 ACSA_2,Center,26.6
14,5,ACSA,AM,EcM,4,14_5 ACSA_4,Edge,26.5
14,5,ACSA,AM,EcM,6,14_5 ACSA_6,Center,29.5
14,5,ACSA,AM,EcM,7,14_5 ACSA_7,Edge,41.4
14,5,ACSA,AM,EcM,8,14_5 ACSA_8,Edge,31.8
14,5,ACSA,AM,EcM,9,14_5 ACSA_9,Edge,32.1
14,5,ACSA,AM,EcM,10,14_5 ACSA_10,Edge,25.2
14,5,ACSA,AM,EcM,11,14_5 ACSA_11,Center,30.6
14,5,ACSA,AM,EcM,13,14_5 ACSA_13,Edge,49.5
14,5,ACSA,AM,EcM,14,14_5 ACSA_14,Center,19.3
14,5,ACSA,AM,EcM,15,14_5 ACSA_15,Center,15
14,5,ACSA,AM,EcM,16,14_5 ACSA_16,Edge,30.9
14,5,ACSA,AM,EcM,17,14_5 ACSA_17,Edge,37.7
14,5,ACSA,AM,EcM,20,14_5 ACSA_20,Center,29.6
14,5,NYSY,AM,EcM,1,14_5 NYSY_1,Edge,30.9
14,5,NYSY,AM,EcM,2,14_5 NYSY_2,Edge,38.9
14,5,NYSY,AM,EcM,3,14_5 NYSY_3,Edge,27.4
14,5,NYSY,AM,EcM,4,14_5 NYSY_4,Center,23.4
14,5,NYSY,AM,EcM,5,14_5 NYSY_5,Center,29.9
14,5,NYSY,AM,EcM,6,14_5 NYSY_6,Edge,28.1
14,5,NYSY,AM,EcM,7,14_5 NYSY_7,Edge,36.3
14,5,NYSY,AM,EcM,8,14_5 NYSY_8,Center,21.4
14,5,NYSY,AM,EcM,9,14_5 NYSY_9,Edge,32.1
14,5,NYSY,AM,EcM,12,14_5 NYSY_12,Center,39.3
14,5,NYSY,AM,EcM,13,14_5 NYSY_13,Center,20.5
14,5,NYSY,AM,EcM,14,14_5 NYSY_14,Center,15.6
14,5,NYSY,AM,EcM,15,14_5 NYSY_15,Edge,26.8
14,5,NYSY,AM,EcM,16,14_5 NYSY_16,Edge,50.9
14,5,NYSY,AM,EcM,17,14_5 NYSY_17,Center,21.9
14,5,NYSY,AM,EcM,18,14_5 NYSY_18,Center,20.7
14,5,NYSY,AM,EcM,19,14_5 NYSY_19,Edge,19.4
14,5,NYSY,AM,EcM,20,14_5 NYSY_20,Center,27.9
14,5,PRSE,AM,EcM,1,14_5 PRSE_1,Edge,38.7
14,5,PRSE,AM,EcM,2,14_5 PRSE_2,Center,34.1
