Unit,Plot,Species,myc.species.type,myc.legacy.type,Num.,Tag ID,REALGrowth,Prox
10,5,ACRU,AM,AM,1,10_5 ACRU_1,0.058904813,Center
10,5,ACRU,AM,AM,4,10_5 ACRU_4,4.188786667,Center
10,5,ACRU,AM,AM,5,10_5 ACRU_5,32.39764688,Edge
10,5,ACRU,AM,AM,6,10_5 ACRU_6,1.795942283,Edge
10,5,ACRU,AM,AM,8,10_5 ACRU_8,66.1618854,Edge
10,5,ACRU,AM,AM,9,10_5 ACRU_9,7.363101563,Center
10,5,ACRU,AM,AM,11,10_5 ACRU_11,17.38870065,Center
10,5,ACRU,AM,AM,12,10_5 ACRU_12,18.72911238,Edge
10,5,ACRU,AM,AM,13,10_5 ACRU_13,0,Edge
10,5,ACRU,AM,AM,14,10_5 ACRU_14,0.306305025,Edge
10,5,ACRU,AM,AM,15,10_5 ACRU_15,3.403389167,Edge
10,5,ACRU,AM,AM,16,10_5 ACRU_16,5.38782685,Edge
10,5,ACRU,AM,AM,17,10_5 ACRU_17,0.146607533,Center
10,5,ACRU,AM,AM,18,10_5 ACRU_18,0.448985571,Center
10,5,ACRU,AM,AM,19,10_5 ACRU_19,12.0637056,Edge
10,5,ACRU,AM,AM,20,10_5 ACRU_20,29.4052824,Edge
10,5,ACSA,AM,AM,1,10_5 ACSA_1,0.23561925,Edge
10,5,ACSA,AM,AM,2,10_5 ACSA_2,1.843066133,Edge
10,5,ACSA,AM,AM,4,10_5 ACSA_4,0.397934733,Center
10,5,ACSA,AM,AM,6,10_5 ACSA_6,-0.5026544,Center
10,5,ACSA,AM,AM,7,10_5 ACSA_7,7.742710354,Edge
10,5,ACSA,AM,AM,8,10_5 ACSA_8,16.6190111,Edge
10,5,ACSA,AM,AM,9,10_5 ACSA_9,-0.01570795,Center
10,5,ACSA,AM,AM,11,10_5 ACSA_11,-61.28456693,Center
10,5,ACSA,AM,AM,12,10_5 ACSA_12,0,Edge
10,5,ACSA,AM,AM,13,10_5 ACSA_13,0,Edge
10,5,ACSA,AM,AM,14,10_5 ACSA_14,0,Edge
10,5,ACSA,AM,AM,15,10_5 ACSA_15,0.327248958,Edge
10,5,ACSA,AM,AM,17,10_5 ACSA_17,0,Center
10,5,ACSA,AM,AM,18,10_5 ACSA_18,8.627591538,Center
10,5,ACSA,AM,AM,19,10_5 ACSA_19,0,Edge
10,5,ACSA,AM,AM,20,10_5 ACSA_20,0,Edge
10,5,NYSY,AM,AM,1,10_5 NYSY_1,0,Edge
10,5,NYSY,AM,AM,2,10_5 NYSY_2,50.26544,Edge
10,5,NYSY,AM,AM,7,10_5 NYSY_7,4.843284583,Center
10,5,NYSY,AM,AM,8,10_5 NYSY_8,0.883572188,Center
10,5,NYSY,AM,AM,10,10_5 NYSY_10,3.591884567,Edge
10,5,NYSY,AM,AM,12,10_5 NYSY_12,0,Edge
10,5,NYSY,AM,AM,13,10_5 NYSY_13,-4.105010933,Center
10,5,NYSY,AM,AM,15,10_5 NYSY_15,0,Edge
10,5,NYSY,AM,AM,16,10_5 NYSY_16,0,Edge
10,5,NYSY,AM,AM,19,10_5 NYSY_19,10.25414976,Edge
10,5,PRSE,AM,AM,4,10_5 PRSE_4,82.29395005,Edge
10,5,PRSE,AM,AM,5,10_5 PRSE_5,88.25773507,Edge
10,5,PRSE,AM,AM,6,10_5 PRSE_6,507.6652361,Edge
10,5,PRSE,AM,AM,7,10_5 PRSE_7,120.637056,Edge
10,5,PRSE,AM,AM,8,10_5 PRSE_8,0.043196863,Edge
10,5,PRSE,AM,AM,9,10_5 PRSE_9,57.14944909,Edge
10,5,PRSE,AM,AM,10,10_5 PRSE_10,206.8396676,Center
10,5,PRSE,AM,AM,11,10_5 PRSE_11,322.7041248,Edge
10,5,PRSE,AM,AM,13,10_5 PRSE_13,205.2714906,Center
10,5,PRSE,AM,AM,14,10_5 PRSE_14,14.137155,Center
10,5,PRSE,AM,AM,16,10_5 PRSE_16,4.453203825,Edge
10,5,PRSE,AM,AM,17,10_5 PRSE_17,0.733037667,Edge
10,5,PRSE,AM,AM,18,10_5 PRSE_18,-9.75463695,Edge
10,5,PRSE,AM,AM,19,10_5 PRSE_19,8.24667375,Center
10,5,PRSE,AM,AM,20,10_5 PRSE_20,254.466172,Edge
10,5,BELE,EcM,AM,4,10_5 BELE_4,28.63428385,Center
10,5,BELE,EcM,AM,8,10_5 BELE_8,35.66804207,Edge
10,5,BELE,EcM,AM,9,10_5 BELE_9,53.85208858,Edge
10,5,BELE,EcM,AM,19,10_5 BELE_19,-1.09327332,Center
10,5,CACO,EcM,AM,1,10_5 CACO_1,-0.01884954,Edge
10,5,CACO,EcM,AM,2,10_5 CACO_2,-0.002356193,Center
10,5,CACO,EcM,AM,3,10_5 CACO_3,0.044767658,Center
10,5,CACO,EcM,AM,5,10_5 CACO_5,0.16964586,Edge
10,5,CACO,EcM,AM,7,10_5 CACO_7,-0.39584034,Center
10,5,CACO,EcM,AM,8,10_5 CACO_8,0.005235983,Edge
10,5,CACO,EcM,AM,10,10_5 CACO_10,-0.124354604,Edge
10,5,CACO,EcM,AM,12,10_5 CACO_12,-0.25446879,Edge
10,5,CACO,EcM,AM,16,10_5 CACO_16,0.61575164,Center
10,5,CACO,EcM,AM,18,10_5 CACO_18,0.001047197,Edge
10,5,CACO,EcM,AM,19,10_5 CACO_19,0,Edge
10,5,QURU,EcM,AM,1,10_5 QURU_1,9.0477792,Edge
10,5,QURU,EcM,AM,2,10_5 QURU_2,0.033510293,Edge
10,5,QURU,EcM,AM,3,10_5 QURU_3,12.25691339,Edge
10,5,QURU,EcM,AM,4,10_5 QURU_4,77.50930848,Center
10,5,QURU,EcM,AM,6,10_5 QURU_6,0,Center
10,5,QURU,EcM,AM,7,10_5 QURU_7,12.47682469,Edge
10,5,QURU,EcM,AM,9,10_5 QURU_9,1.123903823,Center
10,5,QURU,EcM,AM,10,10_5 QURU_10,6.44654268,Center
10,5,QURU,EcM,AM,11,10_5 QURU_11,1.937052034,Center
10,5,QURU,EcM,AM,12,10_5 QURU_12,-5.884459869,Center
10,5,QURU,EcM,AM,13,10_5 QURU_13,0,Center
10,5,QURU,EcM,AM,15,10_5 QURU_15,0,Edge
10,5,QURU,EcM,AM,17,10_5 QURU_17,0.080110545,Edge
10,5,QURU,EcM,AM,18,10_5 QURU_18,1.61163567,Edge
10,5,QURU,EcM,AM,19,10_5 QURU_19,,Center
10,5,TIAM,EcM,AM,3,10_5 TIAM_3,0,Center
10,5,TIAM,EcM,AM,4,10_5 TIAM_4,-0.073303767,Edge
10,5,TIAM,EcM,AM,5,10_5 TIAM_5,0.083775733,Edge
10,5,TIAM,EcM,AM,7,10_5 TIAM_7,0,Edge
10,5,TIAM,EcM,AM,8,10_5 TIAM_8,4.56158868,Edge
10,5,TIAM,EcM,AM,9,10_5 TIAM_9,-9.467181465,Edge
10,5,TIAM,EcM,AM,10,10_5 TIAM_10,12.55379364,Edge
10,5,TIAM,EcM,AM,11,10_5 TIAM_11,0.02199113,Edge
10,5,TIAM,EcM,AM,12,10_5 TIAM_12,0.22619448,Edge
10,5,TIAM,EcM,AM,14,10_5 TIAM_14,-16.27893398,Center
10,5,TIAM,EcM,AM,15,10_5 TIAM_15,0.083775733,Center
10,5,TIAM,EcM,AM,16,10_5 TIAM_16,0,Center
10,5,TIAM,EcM,AM,17,10_5 TIAM_17,2.061668438,Edge
10,5,TIAM,EcM,AM,18,10_5 TIAM_18,-0.949283778,Center
10,5,TIAM,EcM,AM,20,10_5 TIAM_20,2.932150667,Edge
8,1,ACRU,AM,AM,1,8_1 ACRU_1,7.641655876,Edge
8,1,ACRU,AM,AM,2,8_1 ACRU_2,215.9843125,Edge
8,1,ACRU,AM,AM,3,8_1 ACRU_3,0,Edge
8,1,ACRU,AM,AM,4,8_1 ACRU_4,3.959712396,Edge
8,1,ACRU,AM,AM,5,8_1 ACRU_5,8.406371242,Center
8,1,ACRU,AM,AM,6,8_1 ACRU_6,8.406371242,Center
8,1,ACRU,AM,AM,7,8_1 ACRU_7,70.50565717,Center
8,1,ACRU,AM,AM,8,8_1 ACRU_8,6.414079583,Center
8,1,ACRU,AM,AM,9,8_1 ACRU_9,33.51500572,Center
8,1,ACRU,AM,AM,10,8_1 ACRU_10,1.569224205,Center
8,1,ACRU,AM,AM,11,8_1 ACRU_11,2.783710539,Center
8,1,ACRU,AM,AM,15,8_1 ACRU_15,24.73059648,Edge
8,1,ACRU,AM,AM,18,8_1 ACRU_18,5.59831338,Edge
8,1,ACRU,AM,AM,19,8_1 ACRU_19,90.8236287,Edge
8,1,ACRU,AM,AM,20,8_1 ACRU_20,1.378372613,Edge
8,1,ACSA,AM,AM,1,8_1 ACSA_1,0,Center
8,1,ACSA,AM,AM,3,8_1 ACSA_3,1.95092739,Center
8,1,ACSA,AM,AM,4,8_1 ACSA_4,0,Center
8,1,ACSA,AM,AM,5,8_1 ACSA_5,1.282815917,Edge
8,1,ACSA,AM,AM,6,8_1 ACSA_6,0.485899253,Edge
8,1,ACSA,AM,AM,7,8_1 ACSA_7,0.080110545,Center
8,1,ACSA,AM,AM,8,8_1 ACSA_8,9.215330667,Edge
8,1,ACSA,AM,AM,10,8_1 ACSA_10,0,Center
8,1,ACSA,AM,AM,13,8_1 ACSA_13,4.77207521,Edge
8,1,ACSA,AM,AM,14,8_1 ACSA_14,0.01570795,Edge
8,1,ACSA,AM,AM,15,8_1 ACSA_15,8.927875182,Edge
8,1,ACSA,AM,AM,16,8_1 ACSA_16,0.162577283,Edge
8,1,ACSA,AM,AM,18,8_1 ACSA_18,0,Edge
8,1,ACSA,AM,AM,19,8_1 ACSA_19,14.25025224,Center
8,1,ACSA,AM,AM,20,8_1 ACSA_20,2.41274112,Center
8,1,NYSY,AM,AM,1,8_1 NYSY_1,0,Edge
8,1,NYSY,AM,AM,2,8_1 NYSY_2,21.63665393,Edge
8,1,NYSY,AM,AM,6,8_1 NYSY_6,12.39880853,Edge
8,1,NYSY,AM,AM,7,8_1 NYSY_7,4.993557305,Edge
8,1,NYSY,AM,AM,11,8_1 NYSY_11,0.98017608,Center
8,1,NYSY,AM,AM,12,8_1 NYSY_12,0.53721189,Center
8,1,NYSY,AM,AM,17,8_1 NYSY_17,0,Edge
8,1,NYSY,AM,AM,18,8_1 NYSY_18,-3.04105912,Edge
8,1,NYSY,AM,AM,20,8_1 NYSY_20,1.150345538,Edge
8,1,PRSE,AM,AM,1,8_1 PRSE_1,44.51397411,Center
8,1,PRSE,AM,AM,2,8_1 PRSE_2,90.17619936,Edge
8,1,PRSE,AM,AM,3,8_1 PRSE_3,568.7377457,Edge
8,1,PRSE,AM,AM,4,8_1 PRSE_4,1131.14414,Center
8,1,PRSE,AM,AM,5,8_1 PRSE_5,1859.474396,Edge
8,1,PRSE,AM,AM,6,8_1 PRSE_6,1015.990206,Center
8,1,PRSE,AM,AM,7,8_1 PRSE_7,344.6533669,Edge
8,1,PRSE,AM,AM,8,8_1 PRSE_8,45.6158868,Edge
8,1,PRSE,AM,AM,9,8_1 PRSE_9,277.1018516,Center
8,1,PRSE,AM,AM,11,8_1 PRSE_11,118.752102,Edge
8,1,PRSE,AM,AM,12,8_1 PRSE_12,175.0577724,Edge
8,1,PRSE,AM,AM,13,8_1 PRSE_13,119.4600069,Edge
8,1,PRSE,AM,AM,15,8_1 PRSE_15,440.3252544,Center
8,1,PRSE,AM,AM,16,8_1 PRSE_16,199.8946593,Edge
8,1,PRSE,AM,AM,19,8_1 PRSE_19,4.388277632,Edge
8,1,PRSE,AM,AM,20,8_1 PRSE_20,16.4933475,Edge
8,1,BELE,EcM,AM,4,8_1 BELE_4,1.145371354,Center
8,1,BELE,EcM,AM,10,8_1 BELE_10,0,Edge
8,1,BELE,EcM,AM,11,8_1 BELE_11,0,Center
8,1,BELE,EcM,AM,13,8_1 BELE_13,0,Edge
8,1,BELE,EcM,AM,20,8_1 BELE_20,88.69755767,Center
8,1,CACO,EcM,AM,3,8_1 CACO_3,0,Edge
8,1,CACO,EcM,AM,8,8_1 CACO_8,0,Center
8,1,CACO,EcM,AM,12,8_1 CACO_12,1.472620313,Center
8,1,CACO,EcM,AM,13,8_1 CACO_13,-21.62984715,Center
8,1,CACO,EcM,AM,16,8_1 CACO_16,0,Center
8,1,CACO,EcM,AM,17,8_1 CACO_17,2.052505467,Edge
8,1,CACO,EcM,AM,19,8_1 CACO_19,0,Edge
8,1,CACO,EcM,AM,20,8_1 CACO_20,0,Edge
8,1,QURU,EcM,AM,1,8_1 QURU_1,9.0477792,Center
8,1,QURU,EcM,AM,2,8_1 QURU_2,209.1042304,Edge
8,1,QURU,EcM,AM,3,8_1 QURU_3,404.2742002,Edge
8,1,QURU,EcM,AM,4,8_1 QURU_4,224.5765612,Edge
8,1,QURU,EcM,AM,5,8_1 QURU_5,123.2236318,Center
8,1,QURU,EcM,AM,6,8_1 QURU_6,26.71922295,Center
8,1,QURU,EcM,AM,8,8_1 QURU_8,0,Edge
8,1,QURU,EcM,AM,9,8_1 QURU_9,146.8261356,Center
8,1,QURU,EcM,AM,10,8_1 QURU_10,0.42411465,Center
8,1,QURU,EcM,AM,12,8_1 QURU_12,38.93477207,Edge
8,1,QURU,EcM,AM,13,8_1 QURU_13,31.16064581,Center
8,1,QURU,EcM,AM,14,8_1 QURU_14,0.058904812,Center
8,1,QURU,EcM,AM,15,8_1 QURU_15,22.90742708,Edge
8,1,QURU,EcM,AM,16,8_1 QURU_16,61.6393048,Edge
8,1,QURU,EcM,AM,19,8_1 QURU_19,0.418878667,Edge
8,1,QURU,EcM,AM,20,8_1 QURU_20,21.26463731,Edge
8,1,TIAM,EcM,AM,2,8_1 TIAM_2,0.083775733,Edge
8,1,TIAM,EcM,AM,3,8_1 TIAM_3,0,Edge
8,1,TIAM,EcM,AM,4,8_1 TIAM_4,-2.862773888,Center
8,1,TIAM,EcM,AM,5,8_1 TIAM_5,21.2057325,Edge
8,1,TIAM,EcM,AM,6,8_1 TIAM_6,29.48905813,Edge
8,1,TIAM,EcM,AM,8,8_1 TIAM_8,105.8506391,Edge
8,1,TIAM,EcM,AM,10,8_1 TIAM_10,10.47196667,Center
8,1,TIAM,EcM,AM,12,8_1 TIAM_12,0.002617992,Center
8,1,TIAM,EcM,AM,14,8_1 TIAM_14,146.9452543,Center
8,1,TIAM,EcM,AM,15,8_1 TIAM_15,2.178169067,Edge
8,1,TIAM,EcM,AM,16,8_1 TIAM_16,8.0424704,Edge
8,1,TIAM,EcM,AM,17,8_1 TIAM_17,62.53727594,Center
8,1,TIAM,EcM,AM,18,8_1 TIAM_18,2.96880255,Edge
8,1,TIAM,EcM,AM,20,8_1 TIAM_20,-0.6597339,Edge
3,5,ACRU,AM,AM,1,3_5 ACRU_1,0.42411465,Edge
3,5,ACRU,AM,AM,3,3_5 ACRU_3,0,Center
3,5,ACRU,AM,AM,5,3_5 ACRU_5,-0.106028663,Edge
3,5,ACRU,AM,AM,7,3_5 ACRU_7,0,Edge
3,5,ACRU,AM,AM,8,3_5 ACRU_8,70.55487542,Center
3,5,ACRU,AM,AM,9,3_5 ACRU_9,3.591884567,Center
3,5,ACRU,AM,AM,10,3_5 ACRU_10,1.93207785,Center
3,5,ACRU,AM,AM,11,3_5 ACRU_11,21.8654664,Center
3,5,ACRU,AM,AM,12,3_5 ACRU_12,17.37691969,Center
3,5,ACRU,AM,AM,13,3_5 ACRU_13,0.146607533,Edge
3,5,ACRU,AM,AM,14,3_5 ACRU_14,4.53959755,Edge
3,5,ACRU,AM,AM,15,3_5 ACRU_15,34.04829062,Center
3,5,ACRU,AM,AM,16,3_5 ACRU_16,28.34970816,Center
3,5,ACRU,AM,AM,17,3_5 ACRU_17,0,Edge
3,5,ACRU,AM,AM,18,3_5 ACRU_18,10.13686373,Edge
3,5,ACRU,AM,AM,20,3_5 ACRU_20,7.6968955,Edge
3,5,ACSA,AM,AM,3,3_5 ACSA_3,0,Center
3,5,ACSA,AM,AM,4,3_5 ACSA_4,6.615664942,Center
3,5,ACSA,AM,AM,6,3_5 ACSA_6,0.1256636,Edge
3,5,ACSA,AM,AM,9,3_5 ACSA_9,0,Edge
3,5,ACSA,AM,AM,11,3_5 ACSA_11,0,Edge
3,5,ACSA,AM,AM,12,3_5 ACSA_12,-0.073303767,Edge
3,5,ACSA,AM,AM,13,3_5 ACSA_13,0,Center
3,5,ACSA,AM,AM,14,3_5 ACSA_14,0,Edge
3,5,ACSA,AM,AM,16,3_5 ACSA_16,0,Edge
3,5,ACSA,AM,AM,17,3_5 ACSA_17,-0.752672604,Edge
3,5,ACSA,AM,AM,19,3_5 ACSA_19,0.005235983,Edge
3,5,ACSA,AM,AM,20,3_5 ACSA_20,0.221220296,Edge
3,5,NYSY,AM,AM,2,3_5 NYSY_2,-36.00785738,Edge
3,5,NYSY,AM,AM,4,3_5 NYSY_4,-3.828812813,Edge
3,5,NYSY,AM,AM,5,3_5 NYSY_5,-0.32986695,Edge
3,5,NYSY,AM,AM,9,3_5 NYSY_9,0.035342888,Edge
3,5,NYSY,AM,AM,11,3_5 NYSY_11,2.827431,Edge
3,5,NYSY,AM,AM,12,3_5 NYSY_12,0.229074271,Edge
3,5,NYSY,AM,AM,13,3_5 NYSY_13,0,Edge
3,5,NYSY,AM,AM,15,3_5 NYSY_15,13.84263094,Center
3,5,NYSY,AM,AM,16,3_5 NYSY_16,15.079632,Center
3,5,NYSY,AM,AM,19,3_5 NYSY_19,0.7539816,Edge
3,5,NYSY,AM,AM,20,3_5 NYSY_20,0,Center
3,5,PRSE,AM,AM,2,3_5 PRSE_2,0,Edge
3,5,PRSE,AM,AM,3,3_5 PRSE_3,27.67348091,Edge
3,5,PRSE,AM,AM,4,3_5 PRSE_4,1.047196667,Edge
3,5,PRSE,AM,AM,5,3_5 PRSE_5,0.102625273,Center
3,5,PRSE,AM,AM,6,3_5 PRSE_6,35.47902307,Edge
3,5,PRSE,AM,AM,7,3_5 PRSE_7,34.89259293,Center
3,5,PRSE,AM,AM,8,3_5 PRSE_8,0.011780963,Edge
3,5,PRSE,AM,AM,9,3_5 PRSE_9,1.090393529,Edge
3,5,PRSE,AM,AM,10,3_5 PRSE_10,153.2533052,Edge
3,5,PRSE,AM,AM,11,3_5 PRSE_11,11.48643844,Center
3,5,PRSE,AM,AM,12,3_5 PRSE_12,0,Edge
3,5,PRSE,AM,AM,14,3_5 PRSE_14,3.0787582,Edge
3,5,PRSE,AM,AM,15,3_5 PRSE_15,9.75463695,Edge
3,5,PRSE,AM,AM,16,3_5 PRSE_16,3.286888538,Edge
3,5,PRSE,AM,AM,17,3_5 PRSE_17,0,Center
3,5,PRSE,AM,AM,18,3_5 PRSE_18,14.66075333,Center
3,5,PRSE,AM,AM,20,3_5 PRSE_20,52.35983333,Center
3,5,BELE,EcM,AM,7,3_5 BELE_7,16.78819881,Center
3,5,BELE,EcM,AM,13,3_5 BELE_13,16.39426961,Center
3,5,BELE,EcM,AM,16,3_5 BELE_16,15.13199183,Edge
3,5,CACO,EcM,AM,1,3_5 CACO_1,0,Edge
3,5,CACO,EcM,AM,2,3_5 CACO_2,0,Edge
3,5,CACO,EcM,AM,5,3_5 CACO_5,0,Edge
3,5,CACO,EcM,AM,8,3_5 CACO_8,0,Center
3,5,CACO,EcM,AM,9,3_5 CACO_9,0,Edge
